started_at,ended_at,member_casual,trip_duration_min,time_of_day
2024-10-05 09:42:16.890,2024-10-05 10:04:47.176,member,22.50476666666667,Morning Rush
2024-10-05 09:42:38.760,2024-10-05 09:59:00.962,member,16.370033333333332,Morning Rush
2024-10-05 09:43:35.217,2024-10-05 09:52:05.348,casual,8.502183333333333,Morning Rush
2024-10-05 09:45:06.136,2024-10-05 09:48:45.515,member,3.6563166666666667,Morning Rush
2024-10-05 09:45:49.464,2024-10-05 10:03:53.709,member,18.070749999999997,Morning Rush
2024-10-05 09:45:57.317,2024-10-05 09:53:32.188,member,7.581183333333333,Morning Rush
2024-10-05 09:47:22.320,2024-10-05 09:49:31.420,member,2.1516666666666664,Morning Rush
2024-10-05 09:47:49.220,2024-10-05 09:49:49.310,casual,2.0015,Morning Rush
2024-10-05 09:48:46.605,2024-10-05 09:56:03.625,casual,7.283666666666666,Morning Rush
2024-10-05 09:49:13.246,2024-10-05 09:55:16.990,member,6.0624,Morning Rush
2024-10-05 09:49:13.488,2024-10-05 10:03:01.447,casual,13.799316666666666,Morning Rush
2024-10-05 09:51:20.880,2024-10-05 10:17:19.065,member,25.969749999999998,Morning Rush
2024-10-05 09:51:23.374,2024-10-05 10:01:43.243,member,10.331150000000001,Morning Rush
2024-10-05 09:51:33.908,2024-10-05 09:58:55.638,member,7.362166666666667,Morning Rush
2024-10-05 09:51:38.104,2024-10-05 09:54:35.253,casual,2.9524833333333333,Morning Rush
2024-10-05 09:53:44.653,2024-10-05 10:11:00.972,member,17.27198333333333,Morning Rush
2024-10-05 09:54:10.470,2024-10-05 10:15:41.382,casual,21.5152,Morning Rush
2024-10-05 09:54:22.483,2024-10-05 10:05:03.117,casual,10.677233333333334,Morning Rush
2024-10-05 09:54:41.613,2024-10-05 09:57:32.088,member,2.84125,Morning Rush
2024-10-05 09:55:13.323,2024-10-05 10:02:05.196,member,6.8645499999999995,Morning Rush
2024-10-05 09:55:56.748,2024-10-05 10:07:08.626,casual,11.197966666666668,Morning Rush
2024-10-05 09:55:58.495,2024-10-05 10:04:27.209,casual,8.478566666666667,Morning Rush
2024-10-05 09:57:17.251,2024-10-05 10:11:59.593,casual,14.7057,Morning Rush
2024-10-05 09:57:48.423,2024-10-05 10:01:22.240,member,3.563616666666667,Morning Rush
2024-10-05 09:59:31.539,2024-10-05 11:09:52.711,casual,70.35286666666666,Morning Rush
2024-10-05 09:59:51.380,2024-10-05 10:05:56.216,casual,6.0806000000000004,Morning Rush
2024-10-05 10:00:08.154,2024-10-05 10:08:31.768,casual,8.393566666666667,Midday
2024-10-05 10:02:04.301,2024-10-05 10:17:46.847,member,15.709100000000001,Midday
2024-10-05 10:02:20.997,2024-10-05 10:10:21.685,member,8.011466666666667,Midday
2024-10-05 10:06:09.628,2024-10-05 10:12:53.741,member,6.735216666666667,Midday
2024-10-05 10:06:59.998,2024-10-05 10:18:16.478,casual,11.274666666666667,Midday
2024-10-05 10:07:50.493,2024-10-05 10:12:54.827,member,5.072233333333333,Midday
2024-10-05 10:08:31.765,2024-10-05 10:40:29.677,casual,31.9652,Midday
2024-10-05 10:08:40.939,2024-10-05 10:19:54.961,casual,11.2337,Midday
2024-10-05 10:09:25.710,2024-10-05 10:13:57.502,member,4.529866666666666,Midday
2024-10-05 10:09:27.986,2024-10-05 10:09:30.436,casual,0.04083333333333334,Midday
2024-10-05 10:09:51.037,2024-10-05 10:15:13.102,casual,5.36775,Midday
2024-10-05 10:09:53.338,2024-10-05 10:13:32.801,casual,3.6577166666666665,Midday
2024-10-05 10:10:01.481,2024-10-05 10:36:11.623,member,26.169033333333335,Midday
2024-10-05 10:10:12.900,2024-10-05 10:22:58.877,casual,12.766283333333332,Midday
2024-10-05 10:10:48.045,2024-10-05 10:21:27.177,casual,10.652199999999999,Midday
2024-10-05 10:11:11.077,2024-10-05 10:24:12.052,member,13.016250000000001,Midday
2024-10-05 10:12:37.941,2024-10-05 10:19:21.024,casual,6.718050000000001,Midday
2024-10-05 10:12:58.594,2024-10-05 10:15:39.643,member,2.6841500000000003,Midday
2024-10-05 10:13:44.918,2024-10-05 10:22:45.528,casual,9.010166666666667,Midday
2024-10-05 10:14:11.210,2024-10-05 10:23:53.272,member,9.701033333333333,Midday
2024-10-05 10:14:27.586,2024-10-05 10:28:45.493,casual,14.29845,Midday
2024-10-05 10:14:53.454,2024-10-05 10:21:53.690,member,7.003933333333333,Midday
2024-10-05 10:16:33.613,2024-10-05 10:17:12.985,member,0.6562,Midday
2024-10-05 10:16:42.959,2024-10-05 10:30:49.185,member,14.103766666666667,Midday
2024-10-05 10:18:24.764,2024-10-05 10:28:48.152,member,10.389800000000001,Midday
2024-10-05 10:18:44.398,2024-10-05 10:32:09.359,member,13.416016666666668,Midday
2024-10-05 10:19:02.675,2024-10-05 10:35:39.597,member,16.615366666666667,Midday
2024-10-05 10:19:07.544,2024-10-05 10:45:54.168,member,26.777066666666666,Midday
2024-10-05 10:19:21.492,2024-10-05 10:29:01.195,member,9.661716666666667,Midday
2024-10-05 10:20:11.719,2024-10-05 10:29:49.476,member,9.629283333333332,Midday
2024-10-05 10:22:16.236,2024-10-05 10:29:02.839,member,6.776716666666667,Midday
2024-10-05 10:22:27.157,2024-10-05 10:26:15.861,casual,3.8117333333333336,Midday
2024-10-05 10:22:35.446,2024-10-05 10:28:59.284,casual,6.3973,Midday
2024-10-05 10:22:45.523,2024-10-05 10:48:37.175,casual,25.860866666666666,Midday
2024-10-05 10:22:47.370,2024-10-05 10:48:37.838,casual,25.841133333333335,Midday
2024-10-05 10:22:47.647,2024-10-05 10:27:57.496,member,5.16415,Midday
2024-10-05 10:22:57.308,2024-10-05 10:32:04.388,member,9.118,Midday
2024-10-05 10:23:11.259,2024-10-05 10:31:16.806,member,8.092450000000001,Midday
2024-10-05 10:23:15.328,2024-10-05 10:30:13.602,member,6.971233333333333,Midday
2024-10-05 10:23:22.694,2024-10-05 10:30:21.357,casual,6.977716666666667,Midday
2024-10-05 10:23:44.997,2024-10-05 10:55:34.215,casual,31.8203,Midday
2024-10-05 10:23:57.728,2024-10-05 10:50:32.315,casual,26.57645,Midday
2024-10-05 10:25:16.580,2024-10-05 10:31:31.690,casual,6.251833333333334,Midday
2024-10-05 10:25:28.515,2024-10-05 10:26:00.457,casual,0.5323666666666667,Midday
2024-10-05 10:27:01.649,2024-10-05 10:33:23.865,member,6.370266666666667,Midday
2024-10-05 10:27:19.104,2024-10-05 10:31:02.207,member,3.7183833333333336,Midday
2024-10-05 10:28:22.861,2024-10-05 10:28:34.936,member,0.20124999999999998,Midday
2024-10-05 10:29:06.859,2024-10-05 10:45:23.832,casual,16.282883333333334,Midday
2024-10-05 10:29:31.630,2024-10-05 10:35:27.524,member,5.931566666666667,Midday
2024-10-05 10:29:43.965,2024-10-05 10:32:49.789,member,3.097066666666667,Midday
2024-10-05 10:30:59.986,2024-10-05 10:39:46.056,member,8.767833333333334,Midday
2024-10-05 10:31:03.834,2024-10-05 10:57:28.399,member,26.40941666666667,Midday
2024-10-05 10:31:14.862,2024-10-05 10:37:04.507,member,5.827416666666666,Midday
2024-10-05 10:32:11.236,2024-10-05 10:39:12.098,casual,7.014366666666667,Midday
2024-10-05 10:32:21.667,2024-10-05 10:46:50.014,member,14.47245,Midday
2024-10-05 10:33:25.982,2024-10-05 10:36:06.580,member,2.6766333333333336,Midday
2024-10-05 10:34:53.764,2024-10-05 10:50:35.919,member,15.702583333333333,Midday
2024-10-05 10:36:32.524,2024-10-05 10:58:19.604,casual,21.784666666666666,Midday
2024-10-05 10:36:32.627,2024-10-05 11:08:19.397,casual,31.7795,Midday
2024-10-05 10:36:40.474,2024-10-05 10:47:20.703,casual,10.670483333333333,Midday
2024-10-05 10:36:52.036,2024-10-05 10:46:39.173,member,9.785616666666666,Midday
2024-10-05 10:36:55.108,2024-10-05 10:54:09.757,casual,17.244149999999998,Midday
2024-10-05 10:37:35.594,2024-10-05 10:50:24.072,casual,12.807966666666665,Midday
2024-10-05 10:37:59.038,2024-10-05 10:55:38.486,member,17.657466666666668,Midday
2024-10-05 10:38:39.468,2024-10-05 10:51:27.168,casual,12.795,Midday
2024-10-05 10:39:08.639,2024-10-05 10:49:45.970,member,10.622183333333334,Midday
2024-10-05 10:39:14.636,2024-10-05 10:44:52.501,casual,5.631083333333334,Midday
2024-10-05 10:39:50.177,2024-10-05 10:54:38.474,casual,14.80495,Midday
2024-10-05 10:40:02.234,2024-10-05 11:01:44.899,member,21.71108333333333,Midday
2024-10-05 10:40:16.363,2024-10-05 10:53:06.878,member,12.841916666666666,Midday
2024-10-05 10:42:19.489,2024-10-05 11:03:37.839,casual,21.305833333333332,Midday
2024-10-05 10:42:28.617,2024-10-05 10:46:43.042,member,4.2404166666666665,Midday
2024-10-05 10:42:39.062,2024-10-05 10:43:31.578,casual,0.8752666666666666,Midday
2024-10-05 10:43:42.065,2024-10-05 11:03:32.979,casual,19.848566666666667,Midday
2024-10-05 10:43:52.925,2024-10-05 10:47:56.906,member,4.06635,Midday
2024-10-05 10:44:37.893,2024-10-05 10:52:08.943,member,7.5175,Midday
2024-10-05 10:44:43.101,2024-10-05 12:20:29.354,casual,95.77088333333333,Midday
2024-10-05 10:46:32.286,2024-10-05 10:53:11.271,casual,6.64975,Midday
2024-10-05 10:47:09.691,2024-10-05 10:57:45.787,member,10.6016,Midday
2024-10-05 10:47:42.479,2024-10-05 10:54:30.318,casual,6.797316666666666,Midday
2024-10-05 10:47:51.553,2024-10-05 11:25:45.236,casual,37.89471666666667,Midday
2024-10-05 10:48:29.798,2024-10-05 12:22:18.990,casual,93.81986666666667,Midday
2024-10-05 10:49:41.025,2024-10-05 10:53:56.495,member,4.257833333333333,Midday
2024-10-05 10:50:15.070,2024-10-05 12:25:52.416,casual,95.62243333333332,Midday
2024-10-05 10:50:22.311,2024-10-05 12:03:55.756,casual,73.55741666666667,Midday
2024-10-05 10:50:30.225,2024-10-05 11:06:45.103,member,16.247966666666667,Midday
2024-10-05 10:50:37.026,2024-10-05 10:58:14.595,member,7.62615,Midday
2024-10-05 10:51:23.326,2024-10-05 10:55:31.160,member,4.130566666666667,Midday
2024-10-05 10:51:51.703,2024-10-05 10:57:56.916,casual,6.086883333333334,Midday
2024-10-05 10:52:30.317,2024-10-05 10:57:01.949,casual,4.5272,Midday
2024-10-05 10:52:36.022,2024-10-05 11:16:38.724,casual,24.045033333333333,Midday
2024-10-05 10:54:11.741,2024-10-05 10:56:44.580,member,2.5473166666666667,Midday
2024-10-05 10:54:20.179,2024-10-05 11:28:02.731,casual,33.709199999999996,Midday
2024-10-05 10:54:23.271,2024-10-05 11:12:34.295,casual,18.183733333333333,Midday
2024-10-05 10:56:37.900,2024-10-05 11:04:24.002,casual,7.768366666666666,Midday
2024-10-05 10:56:53.847,2024-10-05 11:01:23.812,member,4.499416666666666,Midday
2024-10-05 10:57:28.375,2024-10-05 11:18:32.475,casual,21.06833333333333,Midday
2024-10-05 10:57:29.351,2024-10-05 11:02:24.444,member,4.918216666666667,Midday
2024-10-05 10:58:20.430,2024-10-05 11:04:01.495,member,5.6844166666666665,Midday
2024-10-05 10:59:05.614,2024-10-05 11:10:15.059,member,11.157416666666668,Midday
2024-10-05 10:59:21.636,2024-10-05 11:02:20.432,member,2.9799333333333333,Midday
2024-10-05 10:59:52.605,2024-10-05 11:13:29.052,casual,13.60745,Midday
2024-10-05 11:00:01.963,2024-10-05 11:08:16.172,member,8.236816666666666,Midday
2024-10-05 11:00:11.031,2024-10-05 11:13:39.494,member,13.474383333333332,Midday
2024-10-05 11:00:11.575,2024-10-05 11:02:48.680,casual,2.6184166666666666,Midday
2024-10-05 11:00:24.149,2024-10-05 11:02:17.827,member,1.8946333333333334,Midday
2024-10-05 11:00:29.038,2024-10-05 11:02:46.676,casual,2.293966666666667,Midday
2024-10-05 11:00:35.516,2024-10-05 11:26:23.759,member,25.80405,Midday
2024-10-05 11:01:16.613,2024-10-05 11:01:19.168,casual,0.042583333333333334,Midday
2024-10-05 11:01:27.993,2024-10-05 11:07:03.979,member,5.599766666666667,Midday
2024-10-05 11:01:33.565,2024-10-05 11:07:44.922,member,6.189283333333334,Midday
2024-10-05 11:01:46.054,2024-10-05 11:10:41.373,member,8.921983333333333,Midday
2024-10-05 11:02:03.162,2024-10-05 11:16:34.375,casual,14.520216666666666,Midday
2024-10-05 11:02:33.808,2024-10-05 11:16:31.223,casual,13.956916666666666,Midday
2024-10-05 11:02:41.407,2024-10-05 11:13:59.030,casual,11.293716666666667,Midday
2024-10-05 11:03:24.246,2024-10-05 11:04:23.804,member,0.9926333333333334,Midday
2024-10-05 11:03:27.897,2024-10-05 11:03:45.189,member,0.2882,Midday
2024-10-05 11:03:57.947,2024-10-05 11:15:46.835,member,11.8148,Midday
2024-10-05 11:04:47.864,2024-10-05 11:22:38.444,member,17.843,Midday
2024-10-05 11:05:16.152,2024-10-05 11:15:39.336,casual,10.3864,Midday
2024-10-05 11:05:31.479,2024-10-05 11:10:12.198,member,4.67865,Midday
2024-10-05 11:05:44.979,2024-10-05 11:28:45.652,casual,23.011216666666666,Midday
2024-10-05 11:08:10.683,2024-10-05 12:14:11.228,casual,66.00908333333334,Midday
2024-10-05 11:08:50.036,2024-10-05 11:26:17.729,member,17.46155,Midday
2024-10-05 11:10:17.131,2024-10-05 12:16:18.001,casual,66.0145,Midday
2024-10-05 11:10:24.869,2024-10-05 11:16:32.886,casual,6.133616666666667,Midday
2024-10-05 11:10:52.291,2024-10-05 11:35:27.727,member,24.5906,Midday
2024-10-05 11:12:07.689,2024-10-05 11:20:19.655,casual,8.199433333333333,Midday
2024-10-05 11:12:45.114,2024-10-05 11:22:13.527,member,9.47355,Midday
2024-10-05 11:12:47.720,2024-10-05 11:33:48.443,casual,21.01205,Midday
2024-10-05 11:13:45.874,2024-10-05 11:45:03.269,casual,31.289916666666667,Midday
2024-10-05 11:13:49.788,2024-10-05 11:20:34.777,casual,6.749816666666666,Midday
2024-10-05 11:14:08.116,2024-10-05 11:17:48.575,member,3.674316666666667,Midday
2024-10-05 11:14:15.152,2024-10-05 11:23:04.437,member,8.821416666666666,Midday
2024-10-05 11:14:16.524,2024-10-05 11:23:27.366,casual,9.1807,Midday
2024-10-05 11:14:37.348,2024-10-05 11:48:20.874,member,33.725433333333335,Midday
2024-10-05 11:14:48.071,2024-10-05 11:28:06.095,casual,13.3004,Midday
2024-10-05 11:15:51.279,2024-10-05 11:35:57.507,casual,20.1038,Midday
2024-10-05 11:16:01.105,2024-10-05 11:34:04.678,casual,18.05955,Midday
2024-10-05 11:17:34.997,2024-10-05 11:27:32.066,casual,9.95115,Midday
2024-10-05 11:17:36.244,2024-10-05 11:47:23.489,member,29.787416666666665,Midday
2024-10-05 11:18:23.044,2024-10-05 11:38:58.502,casual,20.590966666666667,Midday
2024-10-05 11:18:36.758,2024-10-05 11:25:00.651,casual,6.398216666666666,Midday
2024-10-05 11:18:43.833,2024-10-05 11:32:08.843,member,13.416833333333333,Midday
2024-10-05 11:19:21.350,2024-10-05 11:56:00.732,casual,36.65636666666667,Midday
2024-10-05 11:20:09.378,2024-10-05 11:28:58.577,member,8.819983333333333,Midday
2024-10-05 11:20:12.805,2024-10-05 12:04:53.055,casual,44.670833333333334,Midday
2024-10-05 11:20:24.827,2024-10-05 11:41:35.528,member,21.178350000000002,Midday
2024-10-05 11:20:35.755,2024-10-05 11:36:23.331,member,15.792933333333334,Midday
2024-10-05 11:20:41.800,2024-10-05 11:28:32.887,member,7.85145,Midday
2024-10-05 11:20:42.244,2024-10-05 11:32:40.561,casual,11.97195,Midday
2024-10-05 11:20:45.701,2024-10-05 11:23:48.642,member,3.0490166666666667,Midday
2024-10-05 11:20:49.030,2024-10-05 11:24:57.046,casual,4.1335999999999995,Midday
2024-10-05 11:20:56.005,2024-10-05 11:36:34.683,casual,15.644633333333333,Midday
2024-10-05 11:20:59.004,2024-10-05 11:24:48.067,member,3.8177166666666666,Midday
2024-10-05 11:21:05.941,2024-10-05 11:38:15.280,member,17.155649999999998,Midday
2024-10-05 11:21:13.855,2024-10-05 11:32:57.510,casual,11.727583333333333,Midday
2024-10-05 11:22:52.644,2024-10-05 11:33:51.512,casual,10.981133333333334,Midday
2024-10-05 11:23:09.978,2024-10-05 11:28:22.979,casual,5.216683333333333,Midday
2024-10-05 11:23:20.226,2024-10-05 11:41:57.838,member,18.62686666666667,Midday
2024-10-05 11:23:51.872,2024-10-05 11:35:50.626,casual,11.979233333333333,Midday
2024-10-05 11:24:17.109,2024-10-05 11:33:27.841,casual,9.178866666666666,Midday
2024-10-05 11:24:35.652,2024-10-05 11:39:43.456,member,15.130066666666666,Midday
2024-10-05 11:25:06.515,2024-10-05 11:45:46.802,casual,20.67145,Midday
2024-10-05 11:25:25.512,2024-10-05 11:31:19.191,casual,5.8946499999999995,Midday
2024-10-05 11:27:17.867,2024-10-05 11:35:27.306,casual,8.157316666666667,Midday
2024-10-05 11:27:17.948,2024-10-05 11:31:08.856,member,3.8484666666666665,Midday
2024-10-05 11:29:28.338,2024-10-05 11:34:05.455,member,4.618616666666667,Midday
2024-10-05 11:29:34.493,2024-10-05 11:36:22.782,member,6.8048166666666665,Midday
2024-10-05 11:30:04.172,2024-10-05 11:33:45.317,casual,3.68575,Midday
2024-10-05 11:30:06.840,2024-10-05 11:50:43.329,casual,20.608150000000002,Midday
2024-10-05 11:31:20.987,2024-10-05 11:32:38.731,casual,1.2957333333333334,Midday
2024-10-05 11:31:52.417,2024-10-05 11:34:36.580,member,2.73605,Midday
2024-10-05 11:31:58.819,2024-10-05 11:35:08.844,member,3.1670833333333333,Midday
2024-10-05 11:32:57.262,2024-10-05 11:33:42.050,casual,0.7464666666666666,Midday
2024-10-05 11:34:26.839,2024-10-05 11:39:20.300,member,4.891016666666667,Midday
2024-10-05 11:34:32.666,2024-10-05 11:43:59.808,casual,9.452366666666668,Midday
2024-10-05 11:34:45.952,2024-10-05 12:27:59.111,casual,53.21931666666667,Midday
2024-10-05 11:35:50.720,2024-10-05 12:04:49.183,casual,28.974383333333332,Midday
2024-10-05 11:36:10.911,2024-10-05 12:05:38.262,member,29.45585,Midday
2024-10-05 11:36:52.506,2024-10-05 11:52:24.746,casual,15.537333333333333,Midday
2024-10-05 11:38:17.022,2024-10-05 11:52:15.804,casual,13.979700000000001,Midday
2024-10-05 11:38:55.346,2024-10-05 11:39:22.650,casual,0.4550666666666666,Midday
2024-10-05 11:38:55.403,2024-10-05 12:38:56.550,casual,60.01911666666667,Midday
2024-10-05 11:39:01.787,2024-10-05 11:44:45.431,member,5.7274,Midday
2024-10-05 11:39:06.166,2024-10-05 12:12:13.454,casual,33.12146666666667,Midday
2024-10-05 11:39:23.869,2024-10-05 11:57:49.582,member,18.428549999999998,Midday
2024-10-05 11:39:28.673,2024-10-05 11:47:13.435,member,7.746033333333333,Midday
2024-10-05 11:39:36.771,2024-10-05 12:10:20.958,casual,30.736449999999998,Midday
2024-10-05 11:40:16.225,2024-10-05 11:54:03.860,member,13.793916666666666,Midday
2024-10-05 11:40:31.018,2024-10-05 11:47:45.927,member,7.248483333333334,Midday
2024-10-05 11:40:32.041,2024-10-05 11:53:02.382,casual,12.505683333333334,Midday
2024-10-05 11:40:37.070,2024-10-05 11:54:02.889,member,13.430316666666666,Midday
2024-10-05 11:43:10.337,2024-10-05 11:56:28.424,casual,13.301449999999999,Midday
2024-10-05 11:43:16.707,2024-10-05 11:49:26.305,member,6.159966666666667,Midday
2024-10-05 11:43:23.246,2024-10-05 11:51:29.447,member,8.10335,Midday
2024-10-05 11:43:49.817,2024-10-05 11:53:36.992,member,9.786249999999999,Midday
2024-10-05 11:44:03.732,2024-10-05 11:45:30.898,member,1.4527666666666665,Midday
2024-10-05 11:45:00.288,2024-10-05 12:00:26.090,casual,15.430033333333334,Midday
2024-10-05 11:45:22.793,2024-10-05 11:54:47.884,member,9.418183333333333,Midday
2024-10-05 11:45:37.069,2024-10-05 11:45:57.941,casual,0.34786666666666666,Midday
2024-10-05 11:45:37.289,2024-10-05 11:50:18.761,member,4.691199999999999,Midday
2024-10-05 11:45:54.278,2024-10-05 11:57:30.660,casual,11.606366666666666,Midday
2024-10-05 11:46:11.928,2024-10-05 12:05:04.330,member,18.873366666666666,Midday
2024-10-05 11:46:46.605,2024-10-05 12:11:36.615,casual,24.8335,Midday
2024-10-05 11:47:14.085,2024-10-05 11:58:33.486,member,11.32335,Midday
2024-10-05 11:47:21.703,2024-10-05 12:11:29.984,member,24.138016666666665,Midday
2024-10-05 11:47:29.414,2024-10-05 12:01:20.579,member,13.852749999999999,Midday
2024-10-05 11:48:26.775,2024-10-05 12:18:27.859,member,30.018066666666666,Midday
2024-10-05 11:48:32.012,2024-10-05 11:53:42.747,member,5.178916666666667,Midday
2024-10-05 11:48:36.142,2024-10-05 11:53:45.410,member,5.154466666666666,Midday
2024-10-05 11:48:52.694,2024-10-05 11:55:17.014,member,6.405333333333333,Midday
2024-10-05 11:48:57.126,2024-10-05 12:09:08.052,casual,20.1821,Midday
2024-10-05 11:50:09.369,2024-10-05 12:00:55.993,casual,10.777066666666666,Midday
2024-10-05 11:50:19.838,2024-10-05 11:55:50.759,casual,5.51535,Midday
2024-10-05 11:50:34.522,2024-10-05 12:00:49.572,member,10.250833333333333,Midday
2024-10-05 11:51:12.988,2024-10-05 12:02:02.027,casual,10.817316666666667,Midday
2024-10-05 11:51:38.612,2024-10-05 12:12:51.591,casual,21.216316666666668,Midday
2024-10-05 11:52:03.339,2024-10-05 11:55:59.790,member,3.9408499999999997,Midday
2024-10-05 11:52:26.304,2024-10-05 12:05:05.103,casual,12.64665,Midday
2024-10-05 11:52:31.049,2024-10-05 12:08:27.295,member,15.937433333333333,Midday
2024-10-05 11:53:08.770,2024-10-05 11:56:55.223,member,3.7742166666666668,Midday
2024-10-05 11:53:25.898,2024-10-05 12:02:47.279,casual,9.356349999999999,Midday
2024-10-05 11:53:49.419,2024-10-05 12:04:43.217,member,10.896633333333334,Midday
2024-10-05 11:53:50.305,2024-10-05 11:57:00.535,member,3.1704999999999997,Midday
2024-10-05 11:54:00.789,2024-10-05 12:01:36.838,casual,7.600816666666666,Midday
2024-10-05 11:54:45.142,2024-10-05 13:39:32.519,casual,104.78961666666667,Midday
2024-10-05 11:54:45.802,2024-10-05 12:04:12.839,member,9.450616666666667,Midday
2024-10-05 11:55:02.268,2024-10-05 12:07:33.848,member,12.526333333333334,Midday
2024-10-05 11:55:39.500,2024-10-05 13:57:31.673,casual,121.86954999999999,Midday
2024-10-05 11:55:42.286,2024-10-05 12:04:52.853,member,9.176116666666667,Midday
2024-10-05 11:56:26.796,2024-10-05 11:58:26.150,member,1.9892333333333334,Midday
2024-10-05 11:56:57.647,2024-10-05 12:16:33.508,casual,19.597683333333336,Midday
2024-10-05 11:57:05.087,2024-10-05 12:00:40.877,casual,3.5965,Midday
2024-10-05 11:57:59.463,2024-10-05 12:21:06.012,casual,23.10915,Midday
2024-10-05 11:58:44.086,2024-10-05 12:08:45.642,member,10.025933333333334,Midday
2024-10-05 11:58:51.527,2024-10-05 12:12:05.217,casual,13.228166666666668,Midday
2024-10-05 11:59:08.537,2024-10-05 12:01:52.388,member,2.7308499999999998,Midday
2024-10-05 11:59:36.607,2024-10-05 12:08:25.689,member,8.818033333333334,Midday
2024-10-05 11:59:54.505,2024-10-05 13:48:48.783,casual,108.90463333333334,Midday
2024-10-05 12:00:15.414,2024-10-05 12:17:30.626,member,17.253533333333333,Midday
2024-10-05 12:00:16.215,2024-10-05 12:03:58.726,casual,3.7085166666666667,Midday
2024-10-05 12:00:20.034,2024-10-05 12:12:10.647,casual,11.84355,Midday
2024-10-05 12:00:30.023,2024-10-05 12:05:05.102,member,4.58465,Midday
2024-10-05 12:00:36.774,2024-10-05 12:02:22.497,member,1.76205,Midday
2024-10-05 12:00:53.708,2024-10-05 13:25:52.185,member,84.97461666666666,Midday
2024-10-05 12:00:54.005,2024-10-05 12:10:57.808,member,10.063383333333332,Midday
2024-10-05 12:01:12.079,2024-10-05 12:16:32.080,member,15.33335,Midday
2024-10-05 12:01:36.830,2024-10-05 12:05:13.416,member,3.609766666666667,Midday
2024-10-05 12:02:20.605,2024-10-05 12:22:13.641,member,19.883933333333335,Midday
2024-10-05 12:02:36.489,2024-10-05 12:15:18.942,casual,12.70755,Midday
2024-10-05 12:03:11.495,2024-10-05 12:14:20.679,casual,11.153066666666666,Midday
2024-10-05 12:03:29.407,2024-10-05 12:07:26.213,casual,3.946766666666667,Midday
2024-10-05 12:03:29.483,2024-10-05 12:12:13.740,member,8.737616666666666,Midday
2024-10-05 12:04:03.272,2024-10-05 12:14:08.574,member,10.088366666666667,Midday
2024-10-05 12:04:06.113,2024-10-05 12:20:37.442,member,16.52215,Midday
2024-10-05 12:05:09.748,2024-10-05 12:29:12.917,casual,24.05281666666667,Midday
2024-10-05 12:06:02.219,2024-10-05 12:12:15.363,member,6.2190666666666665,Midday
2024-10-05 12:07:06.796,2024-10-05 12:36:18.710,casual,29.198566666666668,Midday
2024-10-05 12:07:26.788,2024-10-05 12:14:14.438,member,6.7941666666666665,Midday
2024-10-05 12:07:59.585,2024-10-05 12:09:34.377,casual,1.5798666666666668,Midday
2024-10-05 12:08:53.746,2024-10-05 12:14:23.469,member,5.495383333333334,Midday
2024-10-05 12:09:27.211,2024-10-05 12:18:06.467,member,8.654266666666667,Midday
2024-10-05 12:10:28.941,2024-10-05 12:20:55.439,member,10.441633333333334,Midday
2024-10-05 12:10:53.281,2024-10-05 12:33:02.788,casual,22.158450000000002,Midday
2024-10-05 12:11:48.099,2024-10-05 12:25:07.636,casual,13.325616666666667,Midday
2024-10-05 12:12:43.284,2024-10-05 12:23:00.547,casual,10.287716666666666,Midday
2024-10-05 12:12:45.467,2024-10-05 12:18:53.969,member,6.1417,Midday
2024-10-05 12:14:30.516,2024-10-05 12:25:12.697,casual,10.703016666666667,Midday
2024-10-05 12:15:04.733,2024-10-05 12:29:36.758,member,14.53375,Midday
2024-10-05 12:15:17.216,2024-10-05 12:20:08.733,casual,4.858616666666666,Midday
2024-10-05 12:15:18.600,2024-10-05 12:25:14.169,casual,9.92615,Midday
2024-10-05 12:15:57.415,2024-10-05 12:33:13.990,casual,17.27625,Midday
2024-10-05 12:16:25.091,2024-10-05 12:33:45.638,member,17.34245,Midday
2024-10-05 12:16:30.882,2024-10-05 12:28:38.891,casual,12.133483333333334,Midday
2024-10-05 12:16:31.569,2024-10-05 12:19:59.644,casual,3.4679166666666665,Midday
2024-10-05 12:16:33.170,2024-10-05 12:21:28.328,member,4.919300000000001,Midday
2024-10-05 12:16:41.844,2024-10-05 12:30:22.355,member,13.675183333333333,Midday
2024-10-05 12:17:23.939,2024-10-05 12:22:35.375,casual,5.1906,Midday
2024-10-05 12:18:02.545,2024-10-05 12:18:15.711,member,0.21943333333333334,Midday
2024-10-05 12:18:03.588,2024-10-05 12:41:24.610,member,23.350366666666666,Midday
2024-10-05 12:18:35.594,2024-10-05 12:29:47.640,casual,11.200766666666668,Midday
2024-10-05 12:18:48.697,2024-10-05 12:26:38.234,member,7.825616666666666,Midday
2024-10-05 12:19:14.935,2024-10-05 12:23:13.731,casual,3.9799333333333333,Midday
2024-10-05 12:19:18.002,2024-10-05 12:34:47.505,member,15.491716666666667,Midday
2024-10-05 12:20:15.785,2024-10-05 12:30:42.067,member,10.438033333333333,Midday
2024-10-05 12:20:49.660,2024-10-05 12:28:50.484,casual,8.013733333333333,Midday
2024-10-05 12:21:00.685,2024-10-05 12:27:19.027,member,6.3057,Midday
2024-10-05 12:21:15.697,2024-10-05 12:27:49.201,member,6.558400000000001,Midday
2024-10-05 12:21:28.714,2024-10-05 12:30:15.114,member,8.773333333333333,Midday
